CGPA,Attendance,Backlogs,ParentalIncome,BehaviorRating,PerformanceTrend,RiskLabel
6.74,63,3,78866,4,1,Medium Risk
5.54,48,3,36615,6,1,Medium Risk
7.05,94,2,91059,6,1,Low Risk
3.64,93,7,49237,1,0,Dropout
6.33,38,3,77561,5,0,Dropout
7.38,50,3,58610,7,1,Medium Risk
2.83,38,0,78833,2,-1,Dropout
2.78,95,3,57594,3,1,High Risk
2.86,74,5,129449,5,0,High Risk
2.43,80,7,28030,9,1,Dropout
7.06,62,7,131563,6,1,High Risk
9.57,71,2,54956,2,-1,Suspended
4.24,35,7,99463,4,1,Dropout
8.45,86,6,74618,1,1,Suspended
9.58,65,4,127622,9,-1,High Risk
4.13,64,2,92386,1,1,Suspended
3.43,55,0,144644,1,0,Suspended
7.98,55,2,71907,8,1,Medium Risk
7.06,49,5,123417,1,0,Suspended
9.7,46,1,57954,8,1,Medium Risk
7.67,79,1,29558,4,-1,High Risk
6.18,34,5,72055,2,0,Dropout
3.21,70,1,75180,1,0,Suspended
2.02,33,3,61072,4,1,Dropout
5.56,34,0,41245,8,0,Dropout
3.31,56,2,86034,4,1,High Risk
9.48,32,0,113482,1,1,Dropout
5.61,39,6,25238,9,1,Dropout
4.48,42,4,48567,2,0,Suspended
9.77,39,1,84838,8,-1,Dropout
5.71,78,2,31576,4,0,Medium Risk
8.04,62,7,148442,7,0,High Risk
8.37,54,1,78919,5,0,Medium Risk
5.58,88,3,33161,8,-1,High Risk
4.56,91,5,27447,2,-1,Suspended
8.01,44,3,62963,3,-1,High Risk
4.09,90,7,78712,1,-1,Suspended
8.9,37,5,111101,4,1,Dropout
4.5,75,1,30303,5,0,High Risk
6.01,48,5,88229,7,0,High Risk
6.57,91,2,69823,1,-1,Suspended
9.09,96,4,86174,1,1,Suspended
7.92,97,7,42223,1,1,Suspended
2.4,49,6,51617,1,1,Dropout
8.37,41,0,23277,7,0,Medium Risk
2.52,67,7,56084,2,-1,Dropout
4.86,31,0,124200,1,1,Dropout
3.65,97,2,129287,6,1,High Risk
6.58,46,4,133362,2,1,Suspended
9.23,38,6,133107,9,0,Dropout
4.55,78,6,37132,2,1,Suspended
4.3,67,5,45306,9,1,High Risk
3.83,92,5,16577,6,1,High Risk
7.24,38,6,126386,5,1,Dropout
6.47,63,3,103405,7,0,Medium Risk
4.36,41,7,109176,3,0,High Risk
5.98,62,1,81096,7,0,Medium Risk
9.7,72,2,145157,6,1,Low Risk
9.54,89,4,78412,8,1,Low Risk
9.64,64,0,136202,3,0,Medium Risk
3.98,69,0,58373,2,-1,Suspended
7.87,42,5,15838,6,-1,High Risk
9.8,76,4,71157,5,0,Low Risk
4.65,83,3,50909,6,1,High Risk
4.31,65,1,86968,8,1,High Risk
4.15,81,0,143631,9,1,High Risk
9.43,96,3,63176,7,1,Low Risk
2.27,92,7,144141,7,0,Dropout
4.54,48,4,134322,1,1,Suspended
8.43,42,5,66813,7,1,High Risk
3.39,64,3,130036,3,-1,High Risk
6.89,40,4,31407,6,1,Medium Risk
2.83,65,5,149684,9,-1,High Risk
6.4,44,4,73594,1,1,Suspended
9.71,77,3,99272,3,0,Low Risk
7.8,31,4,122911,6,1,Dropout
5.58,61,2,22914,1,-1,Suspended
3.81,82,6,143456,9,-1,Dropout
2.82,78,3,19885,6,1,High Risk
5.26,76,4,102290,2,-1,Suspended
7.85,57,4,136379,5,0,Medium Risk
3.21,73,6,85821,4,0,Dropout
9.75,98,3,123844,3,-1,High Risk
7.64,66,3,142895,2,-1,Suspended
4.9,73,3,28980,1,0,Suspended
2.48,80,7,93176,1,0,Dropout
3.08,87,2,145404,6,0,High Risk
4.19,92,4,64018,5,1,High Risk
2.47,74,6,135200,5,0,Dropout
7.55,93,3,17053,7,1,Low Risk
8.11,71,2,63341,6,-1,High Risk
5.97,73,2,94338,5,1,Medium Risk
2.03,50,3,112591,9,-1,High Risk
8.41,64,6,101251,4,0,High Risk
8.11,87,6,37778,9,-1,High Risk
9.24,78,0,42815,2,-1,Suspended
4.36,60,5,38635,5,0,High Risk
9.26,39,6,32953,7,1,Dropout
5.95,37,7,80244,5,1,Dropout
6.46,31,7,29979,7,0,Dropout
8.25,74,5,101862,2,0,Suspended
4.39,86,7,130825,8,1,High Risk
7.41,88,3,122761,3,1,Low Risk
6.32,98,3,20352,2,0,Suspended
7.63,80,2,80846,6,-1,High Risk
3.29,88,6,100690,9,-1,Dropout
3.5,75,3,102283,5,1,High Risk
8.02,69,0,12931,2,0,Suspended
2.97,87,0,17636,5,0,High Risk
4.42,44,5,46062,9,1,High Risk
9.38,31,3,18190,5,1,Dropout
8.89,66,4,82146,3,-1,High Risk
5.91,64,3,59282,6,-1,High Risk
4.06,48,2,121138,9,1,High Risk
9.02,89,6,53266,3,1,High Risk
4.33,50,0,17787,5,0,High Risk
4.57,91,0,141406,1,0,Suspended
6.08,93,4,67110,6,-1,High Risk
3.67,32,2,39184,8,-1,Dropout
3.39,40,3,92662,1,-1,Suspended
2.71,72,5,68475,3,-1,High Risk
5.45,73,7,102543,7,0,High Risk
3.54,87,6,78083,3,-1,Dropout
4.79,90,6,76116,2,-1,Suspended
7.66,77,1,140753,9,1,Low Risk
4.24,89,1,98604,6,1,High Risk
7.39,92,6,67000,4,-1,High Risk
3.56,89,6,67245,1,0,Dropout
9.58,76,3,64617,8,0,Low Risk
3.5,94,3,21973,1,0,Suspended
7.55,42,5,57276,9,1,High Risk
5.61,31,4,70313,2,1,Dropout
7.94,88,6,78116,1,1,Suspended
2.61,95,4,108524,7,0,High Risk
4.55,73,0,33398,3,0,High Risk
2.31,32,5,121554,8,0,Dropout
8.11,38,4,100480,8,0,Dropout
4.85,83,3,118841,7,-1,High Risk
7.11,83,5,141065,5,1,High Risk
3.64,83,6,35044,4,0,Dropout
6.03,85,4,92481,8,0,Medium Risk
4.25,42,6,108074,8,0,High Risk
5.46,96,1,88740,4,1,Medium Risk
5.63,75,7,135645,1,0,Suspended
2.31,81,0,54810,6,1,High Risk
3.48,84,3,142749,3,-1,High Risk
9.12,79,5,126089,7,-1,High Risk
6.96,31,3,127819,8,0,Dropout
5.36,50,0,148123,4,0,Medium Risk
6.54,32,3,131656,2,-1,Dropout
3.78,59,5,120128,8,0,High Risk
7.62,35,7,145026,9,-1,Dropout
7.23,38,7,40898,1,1,Dropout
3.13,97,1,109751,3,0,High Risk
9.46,96,3,84501,9,0,Low Risk
5.33,32,2,76673,6,-1,Dropout
7.39,43,1,25151,6,-1,High Risk
8.38,63,2,47236,1,1,Suspended
7.41,40,7,112035,6,1,High Risk
8.81,68,2,143374,8,0,Medium Risk
7.6,49,0,51226,5,0,Medium Risk
7.63,81,4,114755,9,1,Low Risk
6.54,36,1,31735,6,0,Dropout
8.6,81,6,121184,1,-1,Suspended
2.86,67,2,122591,7,0,High Risk
2.0,93,7,143507,1,-1,Dropout
6.81,43,5,96679,3,0,High Risk
7.35,94,5,121193,6,1,High Risk
6.31,83,2,66997,3,0,Medium Risk
3.94,81,2,95269,9,1,High Risk
3.64,97,4,91746,2,-1,Suspended
4.37,35,4,119113,8,-1,Dropout
3.24,66,2,56905,6,1,High Risk
2.94,55,1,52255,6,0,High Risk
2.75,96,2,57883,7,1,High Risk
2.37,81,6,26312,9,0,Dropout
5.66,80,4,144078,5,-1,High Risk
5.34,48,7,147675,9,1,High Risk
3.3,55,7,38544,1,1,Dropout
6.51,95,3,44936,5,-1,High Risk
8.07,74,2,134887,1,-1,Suspended
8.06,96,0,83210,9,-1,High Risk
5.01,43,5,11066,4,1,High Risk
8.73,77,2,76678,8,-1,High Risk
3.39,88,0,41914,4,-1,High Risk
7.06,78,5,102103,2,1,Suspended
4.76,56,0,134737,6,1,High Risk
9.43,80,4,19802,2,1,Suspended
6.77,92,7,38695,3,-1,High Risk
2.15,60,6,16011,5,-1,Dropout
8.27,59,5,128158,2,-1,Suspended
3.2,97,7,48380,6,0,Dropout
4.49,41,6,82622,9,1,High Risk
5.65,80,3,99583,7,1,Medium Risk
6.12,47,1,73728,9,1,Medium Risk
6.51,55,3,143225,4,0,Medium Risk
8.4,71,4,44620,3,1,Low Risk
2.83,72,7,102907,7,1,Dropout
6.76,95,5,145206,8,1,High Risk
7.59,63,3,57312,6,-1,High Risk
5.38,61,7,60058,1,1,Suspended
8.51,90,0,100687,8,1,Low Risk
5.51,71,0,88593,1,-1,Suspended
7.95,93,5,119982,2,0,Suspended
5.94,98,7,127700,6,-1,High Risk
5.72,60,4,63886,7,0,Medium Risk
8.82,61,7,110029,2,-1,Suspended
6.56,33,1,142805,9,0,Dropout
6.75,85,3,31068,2,-1,Suspended
7.47,51,4,114445,9,1,Medium Risk
6.64,94,1,137286,2,1,Suspended
7.23,95,3,58900,4,1,Low Risk
4.16,78,7,140283,5,0,High Risk
2.46,98,4,50602,6,-1,High Risk
4.24,37,5,38675,5,1,Dropout
8.22,56,4,14655,6,1,Medium Risk
8.23,48,2,46760,3,0,Medium Risk
6.61,91,4,60091,7,0,Low Risk
8.19,85,2,113293,6,1,Low Risk
3.53,97,5,30688,9,-1,High Risk
9.25,39,3,20960,4,1,Dropout
7.42,47,5,45976,3,1,High Risk
5.51,59,0,75658,9,1,Medium Risk
7.56,46,5,133781,7,-1,High Risk
7.5,88,5,61356,8,-1,High Risk
6.58,76,3,85919,8,1,Low Risk
5.29,55,6,119582,3,1,High Risk
3.95,43,7,85253,3,-1,Dropout
6.16,46,0,83687,7,1,Medium Risk
9.31,69,1,84454,8,0,Medium Risk
5.55,79,2,94304,1,1,Suspended
2.59,78,6,114567,3,0,Dropout
4.2,67,2,102342,9,-1,High Risk
2.37,91,5,56986,8,-1,High Risk
3.08,50,1,110313,9,0,High Risk
2.78,64,1,136545,4,-1,High Risk
5.21,62,0,144595,4,1,Medium Risk
5.08,45,6,11049,6,-1,High Risk
9.02,36,1,22061,9,1,Dropout
7.46,95,7,61576,4,1,High Risk
4.15,34,0,51929,3,0,Dropout
3.37,74,4,76313,6,0,High Risk
2.14,61,2,120709,9,1,High Risk
9.14,44,2,115808,4,0,Medium Risk
8.7,46,7,75045,9,0,High Risk
6.66,66,5,58343,8,0,High Risk
6.99,57,7,39653,1,-1,Suspended
9.56,96,0,36285,7,1,Low Risk
7.38,40,3,104873,8,0,Medium Risk
6.68,93,2,10059,2,-1,Suspended
3.69,92,1,15686,4,1,High Risk
6.9,82,5,71422,2,-1,Suspended
3.65,53,5,146509,4,1,High Risk
8.7,75,1,146987,8,1,Low Risk
9.17,78,2,117777,7,-1,High Risk
7.69,38,3,17644,8,-1,Dropout
4.29,34,6,33162,7,-1,Dropout
5.24,65,2,76923,2,1,Suspended
4.29,73,2,17548,6,-1,High Risk
9.28,57,6,55738,2,-1,Suspended
7.86,92,4,65029,5,1,Low Risk
4.11,48,3,92293,2,0,Suspended
9.02,41,1,94940,5,-1,High Risk
2.33,58,6,24219,9,1,Dropout
5.67,34,1,45902,4,0,Dropout
8.51,52,2,13678,8,-1,High Risk
8.16,77,3,128189,4,1,Low Risk
2.92,98,2,113924,9,-1,High Risk
4.58,66,5,145870,2,0,Suspended
